Date,Time,Item,Quantity,Unit Price,Total Price,Payment Method,Staff
2025-05-17,17:14,Margherita,1,6.99,6.99,Cash,Jess
2025-05-17,13:23,Margherita,2,6.99,13.98,Online Payment,Sam
2025-05-26,18:00,Margherita,2,6.99,13.98,Online Payment,Sam
2025-05-22,10:23,Margherita,5,6.99,34.95,Online Payment,Chris
2025-05-03,14:12,Pepperoni,3,8.99,26.97,Online Payment,Jess
2025-05-21,22:39,Stuffed Crust,3,9.99,29.97,Cash,Taylor
2025-05-15,19:15,Margherita,3,6.99,20.97,Cash,Taylor
2025-05-22,20:18,BBQ Chicken,5,9.49,47.45,Cash,Jess
2025-05-01,12:35,Stuffed Crust,1,9.99,9.99,Card,Chris
2025-05-14,17:26,Stuffed Crust,2,9.99,19.98,Card,Chris
2025-05-27,11:38,Cheese Burst,3,7.99,23.97,Online Payment,Alex
2025-05-15,13:32,Garlic Bread,4,4.99,19.96,Card,Chris
2025-05-29,13:07,Tandoori Paneer,1,9.25,9.25,Cash,Alex
2025-05-25,19:19,Hawaiian,4,8.99,35.96,Online Payment,Alex
2025-05-04,20:45,Stuffed Crust,4,9.99,39.96,Card,Taylor
2025-05-15,15:09,Choco Lava Cake,1,3.49,3.49,Online Payment,Jess
2025-05-21,15:50,BBQ Chicken,5,9.49,47.45,Card,Sam
2025-05-15,17:19,Garlic Bread,3,4.99,14.97,Card,Jess
2025-05-18,13:10,BBQ Chicken,3,9.49,28.47,Card,Alex
2025-05-23,13:36,Choco Lava Cake,4,3.49,13.96,Online Payment,Taylor
2025-05-20,22:18,Soft Drink,3,1.99,5.97,Cash,Alex
2025-05-27,16:49,Soft Drink,2,1.99,3.98,Card,Alex
2025-05-12,19:53,Cheese Burst,4,7.99,31.96,Online Payment,Sam
2025-05-18,20:41,Chicken Wings,2,5.99,11.98,Card,Alex
2025-05-06,15:00,Chicken Wings,3,5.99,17.97,Card,Sam
2025-05-21,21:21,Soft Drink,3,1.99,5.97,Card,Taylor
2025-05-24,18:26,Tandoori Paneer,3,9.25,27.75,Cash,Sam
2025-05-06,20:30,Garlic Bread,1,4.99,4.99,Cash,Alex
2025-05-13,13:06,Garlic Bread,5,4.99,24.95,Online Payment,Chris
2025-05-03,14:04,Cheese Burst,1,7.99,7.99,Online Payment,Jess
2025-05-17,19:00,Garlic Bread,3,4.99,14.97,Online Payment,Jess
2025-05-22,16:10,Garlic Bread,5,4.99,24.95,Online Payment,Jess
2025-05-12,18:25,Hawaiian,1,8.99,8.99,Card,Jess
2025-05-21,12:09,Pepperoni,5,8.99,44.95,Online Payment,Taylor
2025-05-31,19:53,Pepperoni,3,8.99,26.97,Cash,Chris
2025-05-19,11:04,Soft Drink,5,1.99,9.95,Card,Jess
2025-05-20,19:30,Stuffed Crust,1,9.99,9.99,Card,Taylor
2025-05-03,13:56,Stuffed Crust,1,9.99,9.99,Card,Taylor
2025-05-09,21:07,Stuffed Crust,3,9.99,29.97,Cash,Chris
2025-05-20,14:13,Hawaiian,3,8.99,26.97,Cash,Chris
2025-05-31,22:49,Pepperoni,4,8.99,35.96,Online Payment,Taylor
2025-05-24,18:02,BBQ Chicken,4,9.49,37.96,Card,Chris
2025-05-16,20:28,Pepperoni,1,8.99,8.99,Online Payment,Jess
2025-05-26,11:09,Margherita,3,6.99,20.97,Online Payment,Chris
2025-05-28,15:44,Cheese Burst,1,7.99,7.99,Card,Jess
2025-05-17,22:17,Cheese Burst,3,7.99,23.97,Card,Chris
2025-05-25,11:34,Margherita,2,6.99,13.98,Cash,Alex
2025-05-29,13:44,Margherita,4,6.99,27.96,Cash,Taylor
2025-05-21,20:21,Choco Lava Cake,5,3.49,17.45,Cash,Jess
2025-05-27,20:12,Pepperoni,2,8.99,17.98,Cash,Taylor
2025-05-02,21:58,Stuffed Crust,3,9.99,29.97,Cash,Alex
2025-05-09,22:32,Margherita,4,6.99,27.96,Online Payment,Jess
2025-05-12,14:00,Pepperoni,1,8.99,8.99,Online Payment,Alex
2025-05-16,10:37,Chicken Wings,2,5.99,11.98,Online Payment,Chris
2025-05-22,17:43,Cheese Burst,1,7.99,7.99,Online Payment,Alex
2025-05-01,14:57,Choco Lava Cake,3,3.49,10.47,Online Payment,Sam
2025-05-08,17:59,Cheese Burst,5,7.99,39.95,Cash,Jess
2025-05-03,20:44,Cheese Burst,4,7.99,31.96,Cash,Chris
2025-05-05,14:13,Choco Lava Cake,5,3.49,17.45,Cash,Taylor
2025-05-05,13:15,Soft Drink,1,1.99,1.99,Cash,Alex
2025-05-24,23:00,Cheese Burst,1,7.99,7.99,Online Payment,Chris
2025-05-27,11:49,Veggie Supreme,4,8.49,33.96,Cash,Jess
2025-05-22,12:16,Veggie Supreme,2,8.49,16.98,Card,Jess
2025-05-16,16:04,Pepperoni,3,8.99,26.97,Cash,Taylor
2025-05-09,19:33,Margherita,1,6.99,6.99,Card,Jess
2025-05-16,17:54,Cheese Burst,5,7.99,39.95,Cash,Taylor
2025-05-22,22:02,Stuffed Crust,2,9.99,19.98,Cash,Sam
2025-05-22,16:19,Chicken Wings,2,5.99,11.98,Online Payment,Sam
2025-05-14,19:20,Tandoori Paneer,3,9.25,27.75,Online Payment,Chris
2025-05-21,22:16,Stuffed Crust,5,9.99,49.95,Online Payment,Taylor
2025-05-08,16:11,Garlic Bread,2,4.99,9.98,Online Payment,Chris
2025-05-28,18:59,Hawaiian,4,8.99,35.96,Online Payment,Chris
2025-05-14,17:56,Garlic Bread,1,4.99,4.99,Card,Taylor
2025-05-10,10:50,Chicken Wings,3,5.99,17.97,Online Payment,Sam
2025-05-21,11:52,Soft Drink,3,1.99,5.97,Card,Taylor
2025-05-17,20:41,Veggie Supreme,2,8.49,16.98,Cash,Taylor
2025-05-22,16:41,Choco Lava Cake,3,3.49,10.47,Online Payment,Jess
2025-05-15,20:29,Hawaiian,1,8.99,8.99,Card,Taylor
2025-05-22,15:43,Pepperoni,5,8.99,44.95,Online Payment,Jess
2025-05-05,11:30,Tandoori Paneer,3,9.25,27.75,Online Payment,Alex
2025-05-09,17:31,BBQ Chicken,1,9.49,9.49,Cash,Taylor
2025-05-04,22:40,BBQ Chicken,1,9.49,9.49,Online Payment,Taylor
2025-05-21,15:17,Stuffed Crust,4,9.99,39.96,Card,Alex
2025-05-17,22:37,Pepperoni,4,8.99,35.96,Cash,Taylor
2025-05-01,15:48,Choco Lava Cake,1,3.49,3.49,Cash,Jess
2025-05-21,19:52,Cheese Burst,1,7.99,7.99,Online Payment,Alex
2025-05-10,20:30,Hawaiian,3,8.99,26.97,Cash,Jess
2025-05-17,22:52,Hawaiian,2,8.99,17.98,Cash,Taylor
2025-05-07,11:18,Stuffed Crust,3,9.99,29.97,Card,Alex
2025-05-17,13:58,Pepperoni,2,8.99,17.98,Online Payment,Alex
2025-05-20,12:24,Cheese Burst,4,7.99,31.96,Cash,Sam
2025-05-28,15:14,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-01,16:21,Chicken Wings,2,5.99,11.98,Card,Jess
2025-05-06,15:24,Hawaiian,4,8.99,35.96,Online Payment,Chris
2025-05-16,11:08,Pepperoni,2,8.99,17.98,Online Payment,Sam
2025-05-27,16:49,Stuffed Crust,2,9.99,19.98,Cash,Jess
2025-05-11,15:53,Stuffed Crust,4,9.99,39.96,Cash,Taylor
2025-05-24,10:55,Margherita,2,6.99,13.98,Cash,Sam
2025-05-26,20:29,Garlic Bread,3,4.99,14.97,Cash,Alex
2025-05-09,10:37,Margherita,3,6.99,20.97,Card,Alex
2025-05-02,10:48,Tandoori Paneer,4,9.25,37.0,Card,Taylor
2025-05-20,19:54,Chicken Wings,2,5.99,11.98,Card,Chris
2025-05-08,16:29,Chicken Wings,5,5.99,29.95,Online Payment,Sam
2025-05-02,10:31,Cheese Burst,5,7.99,39.95,Card,Jess
2025-05-13,20:21,Choco Lava Cake,2,3.49,6.98,Online Payment,Alex
2025-05-09,19:24,Margherita,3,6.99,20.97,Cash,Alex
2025-05-23,17:51,Choco Lava Cake,4,3.49,13.96,Card,Taylor
2025-05-30,15:09,Tandoori Paneer,1,9.25,9.25,Cash,Sam
2025-05-14,13:32,Hawaiian,4,8.99,35.96,Card,Alex
2025-05-30,19:54,Tandoori Paneer,3,9.25,27.75,Card,Sam
2025-05-25,21:53,Cheese Burst,2,7.99,15.98,Online Payment,Alex
2025-05-27,17:48,Veggie Supreme,2,8.49,16.98,Cash,Chris
2025-05-05,21:40,Garlic Bread,1,4.99,4.99,Cash,Sam
2025-05-05,17:05,BBQ Chicken,3,9.49,28.47,Card,Taylor
2025-05-06,19:25,Hawaiian,4,8.99,35.96,Card,Taylor
2025-05-28,15:51,Cheese Burst,4,7.99,31.96,Online Payment,Sam
2025-05-24,11:04,Hawaiian,3,8.99,26.97,Card,Taylor
2025-05-30,21:53,BBQ Chicken,4,9.49,37.96,Card,Taylor
2025-05-17,10:26,Garlic Bread,2,4.99,9.98,Card,Taylor
2025-05-21,19:18,Cheese Burst,3,7.99,23.97,Cash,Taylor
2025-05-29,10:42,Tandoori Paneer,4,9.25,37.0,Card,Taylor
2025-05-11,21:51,Stuffed Crust,2,9.99,19.98,Online Payment,Sam
2025-05-12,22:00,Soft Drink,2,1.99,3.98,Online Payment,Jess
2025-05-23,19:47,Hawaiian,1,8.99,8.99,Cash,Taylor
2025-05-11,11:53,Veggie Supreme,2,8.49,16.98,Card,Taylor
2025-05-10,17:16,Choco Lava Cake,1,3.49,3.49,Card,Jess
2025-05-17,17:52,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-02,16:35,Veggie Supreme,5,8.49,42.45,Cash,Sam
2025-05-24,14:13,BBQ Chicken,1,9.49,9.49,Card,Chris
2025-05-13,10:59,Cheese Burst,2,7.99,15.98,Online Payment,Chris
2025-05-15,18:45,Chicken Wings,3,5.99,17.97,Cash,Alex
2025-05-21,19:29,Hawaiian,1,8.99,8.99,Card,Taylor
2025-05-06,16:13,Margherita,5,6.99,34.95,Card,Taylor
2025-05-17,17:55,Stuffed Crust,3,9.99,29.97,Cash,Chris
2025-05-27,17:14,Tandoori Paneer,3,9.25,27.75,Card,Jess
2025-05-15,10:47,Chicken Wings,2,5.99,11.98,Card,Sam
2025-05-28,10:37,Soft Drink,3,1.99,5.97,Cash,Chris
2025-05-18,11:19,Choco Lava Cake,2,3.49,6.98,Online Payment,Sam
2025-05-07,16:26,Choco Lava Cake,5,3.49,17.45,Card,Taylor
2025-05-15,15:05,Cheese Burst,5,7.99,39.95,Card,Jess
2025-05-25,21:37,Pepperoni,1,8.99,8.99,Online Payment,Sam
2025-05-04,21:12,Veggie Supreme,4,8.49,33.96,Cash,Sam
2025-05-11,19:43,Cheese Burst,2,7.99,15.98,Card,Taylor
2025-05-25,18:03,Tandoori Paneer,3,9.25,27.75,Online Payment,Jess
2025-05-30,11:59,Hawaiian,4,8.99,35.96,Card,Taylor
2025-05-31,13:58,Chicken Wings,1,5.99,5.99,Online Payment,Chris
2025-05-14,18:22,Stuffed Crust,3,9.99,29.97,Cash,Jess
2025-05-15,21:48,Margherita,1,6.99,6.99,Online Payment,Jess
2025-05-14,10:14,Choco Lava Cake,3,3.49,10.47,Cash,Jess
2025-05-07,15:35,Stuffed Crust,5,9.99,49.95,Card,Jess
2025-05-20,20:44,Tandoori Paneer,1,9.25,9.25,Online Payment,Taylor
2025-05-21,17:12,Veggie Supreme,2,8.49,16.98,Cash,Taylor
2025-05-22,19:38,Chicken Wings,2,5.99,11.98,Cash,Sam
2025-05-19,21:37,Soft Drink,5,1.99,9.95,Online Payment,Alex
2025-05-18,18:36,Pepperoni,3,8.99,26.97,Cash,Jess
2025-05-03,17:19,Chicken Wings,4,5.99,23.96,Cash,Jess
2025-05-22,21:03,Hawaiian,5,8.99,44.95,Cash,Taylor
2025-05-25,15:06,Tandoori Paneer,5,9.25,46.25,Card,Taylor
2025-05-11,12:10,Cheese Burst,4,7.99,31.96,Cash,Alex
2025-05-15,21:38,Soft Drink,5,1.99,9.95,Cash,Sam
2025-05-21,19:41,Chicken Wings,5,5.99,29.95,Cash,Sam
2025-05-17,10:56,Choco Lava Cake,4,3.49,13.96,Online Payment,Jess
2025-05-10,14:25,Cheese Burst,4,7.99,31.96,Cash,Taylor
2025-05-27,20:30,Veggie Supreme,3,8.49,25.47,Card,Taylor
2025-05-15,11:52,Tandoori Paneer,5,9.25,46.25,Card,Chris
2025-05-09,18:47,Choco Lava Cake,4,3.49,13.96,Online Payment,Jess
2025-05-10,20:42,Soft Drink,3,1.99,5.97,Online Payment,Taylor
2025-05-11,12:28,Pepperoni,4,8.99,35.96,Card,Jess
2025-05-05,13:18,Garlic Bread,3,4.99,14.97,Cash,Sam
2025-05-28,22:51,Garlic Bread,1,4.99,4.99,Cash,Alex
2025-05-18,22:52,Chicken Wings,3,5.99,17.97,Online Payment,Jess
2025-05-19,14:12,Garlic Bread,4,4.99,19.96,Online Payment,Chris
2025-05-13,21:52,BBQ Chicken,2,9.49,18.98,Online Payment,Alex
2025-05-01,17:44,Choco Lava Cake,3,3.49,10.47,Online Payment,Chris
2025-05-30,10:28,BBQ Chicken,1,9.49,9.49,Cash,Taylor
2025-05-03,18:12,Choco Lava Cake,3,3.49,10.47,Cash,Sam
2025-05-15,15:47,Veggie Supreme,5,8.49,42.45,Online Payment,Jess
2025-05-24,10:14,Soft Drink,1,1.99,1.99,Card,Jess
2025-05-15,10:32,Garlic Bread,1,4.99,4.99,Card,Sam
2025-05-06,14:42,Choco Lava Cake,2,3.49,6.98,Online Payment,Sam
2025-05-31,16:08,Choco Lava Cake,5,3.49,17.45,Card,Taylor
2025-05-02,22:30,Pepperoni,5,8.99,44.95,Card,Alex
2025-05-15,21:19,Veggie Supreme,4,8.49,33.96,Cash,Sam
2025-05-25,11:47,BBQ Chicken,3,9.49,28.47,Online Payment,Alex
2025-05-10,10:11,Tandoori Paneer,4,9.25,37.0,Cash,Chris
2025-05-15,21:49,Chicken Wings,1,5.99,5.99,Card,Chris
2025-05-01,22:52,Chicken Wings,2,5.99,11.98,Cash,Sam
2025-05-11,15:55,Cheese Burst,5,7.99,39.95,Online Payment,Jess
2025-05-16,15:24,Stuffed Crust,3,9.99,29.97,Online Payment,Taylor
2025-05-12,10:02,BBQ Chicken,1,9.49,9.49,Card,Sam
2025-05-03,17:31,Hawaiian,3,8.99,26.97,Cash,Alex
2025-05-26,20:53,Pepperoni,1,8.99,8.99,Card,Taylor
2025-05-20,17:55,Margherita,5,6.99,34.95,Card,Alex
2025-05-18,14:51,BBQ Chicken,5,9.49,47.45,Card,Taylor
2025-05-12,16:55,BBQ Chicken,1,9.49,9.49,Online Payment,Chris
2025-05-04,15:43,Choco Lava Cake,2,3.49,6.98,Cash,Alex
2025-05-03,18:35,Margherita,1,6.99,6.99,Card,Taylor
2025-05-10,16:36,Veggie Supreme,4,8.49,33.96,Card,Sam
2025-05-24,16:06,Hawaiian,5,8.99,44.95,Cash,Taylor
2025-05-14,23:00,Margherita,4,6.99,27.96,Online Payment,Chris
2025-05-22,14:45,Tandoori Paneer,2,9.25,18.5,Cash,Alex
2025-05-06,13:23,Pepperoni,3,8.99,26.97,Card,Chris
2025-05-22,15:00,Chicken Wings,4,5.99,23.96,Cash,Chris
2025-05-27,11:02,Stuffed Crust,5,9.99,49.95,Cash,Taylor
2025-05-24,15:57,Veggie Supreme,4,8.49,33.96,Online Payment,Chris
2025-05-08,12:15,Pepperoni,4,8.99,35.96,Card,Taylor
2025-05-06,14:26,Chicken Wings,3,5.99,17.97,Cash,Sam
2025-05-21,14:09,Garlic Bread,1,4.99,4.99,Cash,Chris
2025-05-03,12:33,Pepperoni,2,8.99,17.98,Cash,Jess
2025-05-18,20:42,Choco Lava Cake,5,3.49,17.45,Online Payment,Chris
2025-05-12,11:37,Pepperoni,4,8.99,35.96,Online Payment,Taylor
2025-05-14,20:45,Stuffed Crust,5,9.99,49.95,Online Payment,Jess
2025-05-21,21:55,Pepperoni,4,8.99,35.96,Cash,Sam
2025-05-04,17:08,Chicken Wings,2,5.99,11.98,Card,Alex
2025-05-05,11:57,Cheese Burst,4,7.99,31.96,Cash,Taylor
2025-05-10,16:37,Cheese Burst,2,7.99,15.98,Card,Alex
2025-05-10,18:58,Choco Lava Cake,2,3.49,6.98,Online Payment,Alex
2025-05-07,10:36,BBQ Chicken,2,9.49,18.98,Online Payment,Chris
2025-05-08,17:37,Cheese Burst,3,7.99,23.97,Online Payment,Chris
2025-05-29,16:59,Cheese Burst,4,7.99,31.96,Online Payment,Chris
2025-05-13,19:16,Soft Drink,4,1.99,7.96,Cash,Taylor
2025-05-18,21:59,Stuffed Crust,2,9.99,19.98,Cash,Alex
2025-05-05,20:12,Soft Drink,4,1.99,7.96,Card,Chris
2025-05-15,14:40,BBQ Chicken,3,9.49,28.47,Card,Chris
2025-05-07,22:24,Choco Lava Cake,2,3.49,6.98,Online Payment,Alex
2025-05-22,12:13,Margherita,2,6.99,13.98,Cash,Taylor
2025-05-03,20:35,BBQ Chicken,3,9.49,28.47,Cash,Chris
2025-05-08,13:41,Hawaiian,3,8.99,26.97,Cash,Alex
2025-05-08,15:52,Soft Drink,5,1.99,9.95,Online Payment,Taylor
2025-05-14,19:20,Tandoori Paneer,4,9.25,37.0,Online Payment,Chris
2025-05-22,23:00,Pepperoni,5,8.99,44.95,Cash,Jess
2025-05-13,12:13,Garlic Bread,3,4.99,14.97,Cash,Jess
2025-05-01,14:32,Cheese Burst,2,7.99,15.98,Online Payment,Chris
2025-05-22,16:07,Chicken Wings,3,5.99,17.97,Card,Alex
2025-05-26,10:36,Pepperoni,5,8.99,44.95,Online Payment,Sam
2025-05-28,13:03,Cheese Burst,3,7.99,23.97,Online Payment,Jess
2025-05-22,21:35,Veggie Supreme,1,8.49,8.49,Online Payment,Taylor
2025-05-12,17:26,Cheese Burst,2,7.99,15.98,Card,Chris
2025-05-12,15:45,Hawaiian,3,8.99,26.97,Online Payment,Alex
2025-05-15,11:36,BBQ Chicken,4,9.49,37.96,Cash,Sam
2025-05-28,19:53,Choco Lava Cake,5,3.49,17.45,Card,Alex
2025-05-17,12:32,Hawaiian,5,8.99,44.95,Cash,Alex
2025-05-01,15:10,Soft Drink,5,1.99,9.95,Card,Sam
2025-05-06,16:52,Chicken Wings,4,5.99,23.96,Card,Taylor
2025-05-19,16:15,Chicken Wings,2,5.99,11.98,Online Payment,Taylor
2025-05-18,18:36,Soft Drink,2,1.99,3.98,Card,Chris
2025-05-01,14:41,Stuffed Crust,3,9.99,29.97,Online Payment,Alex
2025-05-14,18:11,Stuffed Crust,2,9.99,19.98,Online Payment,Chris
2025-05-10,21:47,Pepperoni,4,8.99,35.96,Card,Chris
2025-05-05,10:56,Hawaiian,2,8.99,17.98,Cash,Jess
2025-05-13,13:00,Tandoori Paneer,1,9.25,9.25,Cash,Chris
2025-05-17,19:31,Cheese Burst,2,7.99,15.98,Cash,Alex
2025-05-08,10:19,Veggie Supreme,2,8.49,16.98,Online Payment,Sam
2025-05-18,12:36,BBQ Chicken,1,9.49,9.49,Cash,Alex
2025-05-03,20:29,Margherita,1,6.99,6.99,Cash,Alex
2025-05-15,15:42,Soft Drink,1,1.99,1.99,Card,Taylor
2025-05-06,10:21,Soft Drink,4,1.99,7.96,Cash,Sam
2025-05-30,16:45,Veggie Supreme,3,8.49,25.47,Cash,Alex
2025-05-30,14:06,Veggie Supreme,4,8.49,33.96,Online Payment,Chris
2025-05-09,17:25,Margherita,4,6.99,27.96,Online Payment,Jess
2025-05-21,18:19,Pepperoni,3,8.99,26.97,Cash,Chris
2025-05-03,10:09,Garlic Bread,3,4.99,14.97,Card,Jess
2025-05-29,17:46,Pepperoni,1,8.99,8.99,Online Payment,Alex
2025-05-17,19:40,Veggie Supreme,3,8.49,25.47,Online Payment,Taylor
2025-05-09,12:01,Stuffed Crust,5,9.99,49.95,Online Payment,Jess
2025-05-25,15:04,Margherita,5,6.99,34.95,Card,Taylor
2025-05-01,10:05,Veggie Supreme,2,8.49,16.98,Card,Taylor
2025-05-10,15:13,Choco Lava Cake,4,3.49,13.96,Card,Alex
2025-05-23,22:21,Soft Drink,1,1.99,1.99,Card,Alex
2025-05-21,11:33,Margherita,2,6.99,13.98,Card,Chris
2025-05-07,20:51,Margherita,5,6.99,34.95,Online Payment,Taylor
2025-05-22,19:02,Tandoori Paneer,1,9.25,9.25,Online Payment,Jess
2025-05-15,10:52,Tandoori Paneer,4,9.25,37.0,Cash,Taylor
2025-05-28,21:30,Chicken Wings,4,5.99,23.96,Online Payment,Taylor
2025-05-14,17:24,Pepperoni,5,8.99,44.95,Card,Jess
2025-05-08,16:56,Pepperoni,3,8.99,26.97,Card,Chris
2025-05-13,18:11,Pepperoni,2,8.99,17.98,Online Payment,Chris
2025-05-28,13:57,Veggie Supreme,3,8.49,25.47,Online Payment,Chris
2025-05-07,11:57,Stuffed Crust,5,9.99,49.95,Online Payment,Jess
2025-05-11,21:07,Hawaiian,4,8.99,35.96,Card,Taylor
2025-05-04,10:55,Margherita,2,6.99,13.98,Cash,Taylor
2025-05-25,12:31,Hawaiian,1,8.99,8.99,Cash,Jess
2025-05-17,10:32,Margherita,3,6.99,20.97,Cash,Alex
2025-05-19,14:44,Soft Drink,5,1.99,9.95,Online Payment,Alex
2025-05-31,12:08,Garlic Bread,5,4.99,24.95,Cash,Taylor
2025-05-27,10:59,Pepperoni,3,8.99,26.97,Card,Taylor
2025-05-13,18:42,Chicken Wings,4,5.99,23.96,Cash,Chris
2025-05-23,17:57,Pepperoni,1,8.99,8.99,Card,Chris
2025-05-26,14:49,BBQ Chicken,3,9.49,28.47,Cash,Alex
2025-05-21,19:58,Soft Drink,4,1.99,7.96,Cash,Jess
2025-05-11,22:02,Pepperoni,2,8.99,17.98,Cash,Chris
2025-05-21,19:04,Soft Drink,5,1.99,9.95,Card,Alex
2025-05-22,12:41,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-15,12:41,Choco Lava Cake,2,3.49,6.98,Online Payment,Taylor
2025-05-19,15:58,Pepperoni,4,8.99,35.96,Online Payment,Sam
2025-05-10,16:18,Garlic Bread,5,4.99,24.95,Cash,Sam
2025-05-31,13:19,Tandoori Paneer,4,9.25,37.0,Cash,Taylor
2025-05-06,12:47,Pepperoni,5,8.99,44.95,Card,Taylor
2025-05-24,15:12,Soft Drink,2,1.99,3.98,Cash,Jess
2025-05-30,22:00,Stuffed Crust,1,9.99,9.99,Cash,Chris
2025-05-11,17:34,Margherita,1,6.99,6.99,Cash,Taylor
2025-05-10,10:49,Choco Lava Cake,5,3.49,17.45,Cash,Taylor
2025-05-06,15:12,Margherita,5,6.99,34.95,Cash,Taylor
2025-05-08,22:25,Stuffed Crust,3,9.99,29.97,Cash,Sam
2025-05-06,15:45,Chicken Wings,4,5.99,23.96,Cash,Taylor
2025-05-01,12:54,Stuffed Crust,4,9.99,39.96,Online Payment,Alex
2025-05-18,10:26,Hawaiian,4,8.99,35.96,Cash,Sam
2025-05-07,15:49,Pepperoni,2,8.99,17.98,Cash,Sam
2025-05-30,21:37,Soft Drink,1,1.99,1.99,Online Payment,Chris
2025-05-10,11:28,Choco Lava Cake,5,3.49,17.45,Cash,Jess
2025-05-07,12:14,Soft Drink,1,1.99,1.99,Cash,Sam
2025-05-23,21:11,Garlic Bread,5,4.99,24.95,Cash,Chris
2025-05-23,10:17,Chicken Wings,1,5.99,5.99,Online Payment,Sam
2025-05-23,15:13,Garlic Bread,3,4.99,14.97,Cash,Taylor
2025-05-12,22:38,Cheese Burst,4,7.99,31.96,Card,Sam
2025-05-14,17:18,Chicken Wings,3,5.99,17.97,Cash,Chris
2025-05-25,11:34,Cheese Burst,5,7.99,39.95,Online Payment,Jess
2025-05-09,17:56,Hawaiian,3,8.99,26.97,Online Payment,Taylor
2025-05-13,11:35,Margherita,4,6.99,27.96,Online Payment,Jess
2025-05-17,19:24,Chicken Wings,5,5.99,29.95,Online Payment,Alex
2025-05-31,12:43,Margherita,4,6.99,27.96,Cash,Jess
2025-05-02,11:24,Garlic Bread,3,4.99,14.97,Online Payment,Chris
2025-05-29,20:54,Veggie Supreme,5,8.49,42.45,Cash,Sam
2025-05-11,12:10,Cheese Burst,1,7.99,7.99,Cash,Taylor
2025-05-05,10:08,Cheese Burst,4,7.99,31.96,Cash,Sam
2025-05-19,21:33,Chicken Wings,4,5.99,23.96,Card,Alex
2025-05-10,22:55,Garlic Bread,4,4.99,19.96,Online Payment,Jess
2025-05-19,10:47,Cheese Burst,1,7.99,7.99,Card,Chris
2025-05-06,10:55,Cheese Burst,3,7.99,23.97,Card,Sam
2025-05-01,20:46,Garlic Bread,2,4.99,9.98,Cash,Taylor
2025-05-19,20:33,Chicken Wings,2,5.99,11.98,Card,Taylor
2025-05-09,20:20,Tandoori Paneer,2,9.25,18.5,Cash,Sam
2025-05-15,12:58,Garlic Bread,1,4.99,4.99,Online Payment,Alex
2025-05-18,17:49,Choco Lava Cake,2,3.49,6.98,Card,Alex
2025-05-22,13:50,Hawaiian,4,8.99,35.96,Cash,Jess
2025-05-21,22:18,Hawaiian,3,8.99,26.97,Cash,Taylor
2025-05-11,19:48,Tandoori Paneer,1,9.25,9.25,Card,Sam
2025-05-05,12:09,Veggie Supreme,1,8.49,8.49,Online Payment,Chris
2025-05-16,10:09,Cheese Burst,3,7.99,23.97,Cash,Sam
2025-05-03,14:50,Margherita,2,6.99,13.98,Card,Taylor
2025-05-07,15:54,Hawaiian,1,8.99,8.99,Online Payment,Taylor
2025-05-30,19:38,Pepperoni,2,8.99,17.98,Online Payment,Jess
2025-05-03,22:29,BBQ Chicken,3,9.49,28.47,Online Payment,Chris
2025-05-21,21:07,Hawaiian,3,8.99,26.97,Card,Alex
2025-05-17,17:47,Choco Lava Cake,3,3.49,10.47,Card,Sam
2025-05-08,22:17,Chicken Wings,5,5.99,29.95,Online Payment,Jess
2025-05-04,20:59,Cheese Burst,3,7.99,23.97,Online Payment,Sam
2025-05-06,17:54,Veggie Supreme,5,8.49,42.45,Cash,Taylor
2025-05-26,11:15,Tandoori Paneer,3,9.25,27.75,Card,Alex
2025-05-31,19:38,Margherita,3,6.99,20.97,Online Payment,Sam
2025-05-12,14:16,Hawaiian,2,8.99,17.98,Online Payment,Jess
2025-05-08,12:28,Choco Lava Cake,2,3.49,6.98,Card,Sam
2025-05-17,15:39,Veggie Supreme,1,8.49,8.49,Card,Taylor
2025-05-13,21:18,Cheese Burst,2,7.99,15.98,Cash,Sam
2025-05-22,12:27,Margherita,4,6.99,27.96,Cash,Alex
2025-05-05,19:51,Veggie Supreme,4,8.49,33.96,Card,Sam
2025-05-14,13:08,Garlic Bread,5,4.99,24.95,Card,Sam
2025-05-08,14:06,Veggie Supreme,5,8.49,42.45,Cash,Jess
2025-05-14,18:44,Pepperoni,2,8.99,17.98,Online Payment,Taylor
2025-05-14,11:16,Hawaiian,5,8.99,44.95,Online Payment,Sam
2025-05-11,22:51,Garlic Bread,5,4.99,24.95,Card,Taylor
2025-05-17,19:46,Veggie Supreme,2,8.49,16.98,Card,Sam
2025-05-22,10:45,Choco Lava Cake,3,3.49,10.47,Online Payment,Sam
2025-05-27,12:46,Choco Lava Cake,3,3.49,10.47,Cash,Sam
2025-05-19,21:35,Hawaiian,4,8.99,35.96,Cash,Taylor
2025-05-27,17:08,Chicken Wings,4,5.99,23.96,Online Payment,Alex
2025-05-06,14:46,Soft Drink,5,1.99,9.95,Cash,Taylor
2025-05-19,13:34,Garlic Bread,3,4.99,14.97,Online Payment,Chris
2025-05-08,13:58,Choco Lava Cake,4,3.49,13.96,Online Payment,Sam
2025-05-18,18:13,Veggie Supreme,4,8.49,33.96,Card,Sam
2025-05-10,10:32,BBQ Chicken,4,9.49,37.96,Cash,Taylor
